customer_id,tenure_days,mrr_brl,seats,logins_7d,logins_30d,feature_adoption,avg_session_min,api_calls_7d,days_since_last_login,tickets_30d,failed_pay_90d,nps_last,is_anomalous
C001466,512,15748.06,17,75,327,0.456,29.4,1981,1,2,1,2.9,0
C002235,378,10300.16,14,57,208,0.62,26.0,578,13,0,0,1.8,0
C008197,626,1431.69,11,60,238,0.401,17.8,655,0,0,0,8.9,0
C003904,717,2493.74,10,37,146,0.542,30.4,890,2,0,0,2.0,0
A000584,400,3057.67,10,3,58,0.34,6.3,4781,1,1,0,6.1,1
C007407,252,2217.14,16,56,257,0.767,29.6,3639,5,0,0,7.0,0
C009448,519,6511.4,17,46,191,0.704,24.8,1602,10,0,0,8.7,0
A000566,88,7657.66,18,10,95,0.123,5.4,253,2,0,1,8.0,1
C006129,196,5283.86,17,6,292,0.492,23.9,1293,8,0,0,4.7,0
C004152,250,4467.06,12,44,183,0.52,25.8,2380,24,0,0,3.0,0
C005334,297,5270.41,22,104,372,0.756,30.9,503,1,0,0,10.0,0
C002122,87,3628.66,12,63,264,0.479,16.3,2635,2,0,0,3.9,0
C004526,677,4043.59,15,69,313,0.902,18.6,2706,6,0,0,7.3,0
C008502,221,4935.97,13,68,249,0.894,24.5,2003,3,0,0,8.7,0
C005054,642,7289.17,6,40,135,0.487,24.2,1229,8,0,1,6.9,0
C003162,725,2489.02,18,74,252,0.564,19.1,343,4,0,1,7.9,0
C002631,182,9841.39,17,83,334,0.751,17.4,673,3,0,0,7.9,0
C008654,529,3930.96,16,77,332,0.754,19.8,2404,0,0,0,5.9,0
C009376,137,4922.54,14,68,255,0.859,20.8,1055,3,0,0,3.1,0
C006624,624,2805.46,16,51,209,0.827,21.9,15,10,0,1,6.4,0
C009891,403,7532.35,15,71,271,0.496,26.6,636,4,1,1,6.6,0
C001204,961,3838.23,8,31,114,0.861,20.7,393,3,0,0,3.2,0
C007798,846,1572.81,16,49,207,0.846,26.3,2640,3,0,0,7.6,0
C000617,161,4271.23,15,74,294,0.676,25.5,885,7,1,0,5.4,0
C001927,479,5540.78,16,75,327,0.763,13.5,1957,7,1,0,6.2,0
C003115,349,3681.89,9,44,151,0.851,21.3,3661,12,0,0,5.3,0
C002642,189,5817.01,14,73,267,0.947,28.6,525,6,0,0,9.2,0
C009885,229,8860.47,15,82,287,0.613,20.0,4131,3,2,0,6.7,0
C002563,190,4451.11,19,61,232,0.974,10.5,1262,0,1,0,7.9,0
A000438,741,4784.5,15,0,2,0.265,4.6,26,0,1,3,7.9,1
C002729,579,3807.41,18,77,278,0.762,32.9,1080,2,0,0,6.7,0
C004695,80,3550.98,18,99,354,0.898,25.7,1269,0,0,0,0.6,0
C008759,849,7823.89,20,62,273,0.656,7.1,670,3,2,0,5.8,0
C002127,214,14318.47,20,77,314,0.362,22.3,4037,1,0,1,8.6,0
C005228,279,2194.56,18,68,275,0.667,17.8,705,4,1,0,4.3,0
C009089,303,9851.64,14,67,228,0.583,23.3,2243,8,0,0,6.5,0
C005621,772,4199.55,18,91,308,0.493,13.7,3346,4,0,0,6.2,0
C006033,523,2066.88,14,85,294,0.357,25.0,1471,1,2,0,5.5,0
C000806,221,2395.73,18,80,288,0.738,16.3,494,5,0,0,5.4,0
C005107,463,3461.71,15,57,245,0.682,25.9,3169,3,0,0,9.0,0
A000038,250,5326.76,19,16,111,0.28,2.7,61,10,1,1,3.8,1
C004281,66,5539.7,13,59,245,0.55,22.2,562,6,1,1,7.6,0
C008327,302,3470.87,21,84,361,0.901,21.1,2796,11,0,0,7.1,0
C009118,734,4735.76,21,99,352,0.528,22.5,1021,2,0,0,3.2,0
C004853,646,992.01,16,84,318,0.96,30.3,1172,2,0,0,9.2,0
C000548,640,10307.12,19,82,318,0.855,16.2,1349,5,0,1,10.0,0
C000027,278,1970.68,19,80,359,0.863,26.2,1251,2,0,1,3.5,0
C008876,545,5403.6,21,91,328,0.848,10.0,861,1,1,0,4.9,0
C003919,821,8261.1,19,106,364,0.942,15.6,846,3,1,0,7.7,0
C004487,52,7099.69,21,76,339,0.821,30.0,572,7,0,0,7.0,0
C007821,700,2791.7,22,132,461,0.913,21.7,2140,13,1,0,0.0,0
C004902,134,2496.64,16,82,285,0.832,22.1,706,0,0,0,4.9,0
C001222,142,3451.79,10,52,216,0.692,25.1,13598,1,2,0,8.5,0
C006085,688,10383.51,15,69,291,0.824,22.1,750,3,0,0,5.0,0
C002549,736,4670.64,9,29,116,0.876,17.4,897,7,1,0,4.4,0
C000438,254,14268.6,19,81,315,0.578,34.2,348,2,0,0,10.0,0
C005323,457,2759.54,21,114,391,0.932,31.6,3033,0,0,0,2.8,0
C009323,650,7137.06,23,128,513,0.963,12.8,892,2,0,0,4.5,0
C001862,283,2765.71,13,74,270,0.7,17.9,1506,9,0,0,8.1,0
C002700,313,1881.95,7,38,151,0.522,16.4,1283,4,0,0,7.4,0
C009949,633,2421.16,14,54,189,0.811,19.6,545,14,0,1,4.6,0
C005642,247,4997.49,7,31,139,0.599,18.3,944,3,0,0,4.7,0
C002482,308,1732.09,18,100,343,0.64,15.6,1411,1,1,0,4.2,0
C004863,449,2917.14,19,101,339,0.859,14.0,1087,1,0,0,4.8,0
C009292,245,7177.63,10,60,203,0.709,18.1,607,3,0,0,2.8,0
C002707,873,3364.42,20,111,398,0.579,12.6,443,9,0,1,7.8,0
C000327,576,6312.26,19,62,283,0.795,18.4,988,2,0,0,6.9,0
C002500,455,5336.73,6,41,140,0.416,24.6,178,0,0,0,5.4,0
C001005,530,2228.24,15,81,290,0.484,16.2,282,2,0,1,6.2,0
C008971,1407,4315.2,11,50,225,0.724,24.1,1909,7,0,0,5.7,0
C009789,296,5381.64,11,67,228,0.871,22.7,1300,1,0,0,9.0,0
C004012,98,1777.86,12,43,168,0.714,12.0,282,1,0,0,3.9,0
C007645,530,2134.44,13,69,253,0.506,22.2,2181,1,0,0,2.2,0
C000535,169,3663.25,17,88,307,0.724,17.3,1504,0,2,0,5.1,0
C006428,1187,7026.82,16,78,274,0.703,14.6,2502,9,0,0,8.2,0
C003961,226,3336.61,15,63,261,0.613,26.4,973,6,0,0,3.8,0
C000586,301,3153.55,11,50,185,0.732,23.2,2530,3,0,0,9.9,0
C009084,232,3837.87,12,37,148,0.547,20.6,1067,0,1,0,4.9,0
C007360,1012,4625.45,17,57,228,0.722,21.6,1043,10,0,0,7.9,0
C005392,192,4080.15,17,84,352,0.813,25.3,399,0,0,0,2.6,0
C007208,376,5798.06,10,51,177,0.768,22.0,966,0,0,0,8.8,0
C006798,694,3764.25,12,44,186,0.847,13.6,837,6,0,0,5.1,0
C000492,122,5843.11,18,78,304,0.647,18.1,761,1,0,0,2.3,0
C006859,413,4034.41,19,58,252,0.148,3.8,325,13,1,1,8.8,0
C005823,544,7709.93,9,35,147,0.818,21.5,1268,0,0,1,4.1,0
C004814,539,1453.95,15,51,225,0.781,23.9,6097,0,1,0,7.7,0
C005738,496,5127.98,15,59,263,0.652,11.8,621,2,0,0,10.0,0
C008662,250,10503.34,8,29,126,0.787,23.5,3185,8,0,1,8.3,0
C003549,732,8758.2,13,66,252,0.821,18.4,398,1,0,0,7.0,0
C001917,365,1746.82,16,70,288,0.38,17.5,1035,1,0,0,7.0,0
C003186,601,3416.72,16,64,242,0.737,22.4,428,8,0,0,5.3,0
C004668,510,1718.82,16,68,300,0.478,18.0,1854,2,0,0,6.2,0
C001911,905,1643.11,10,39,150,0.685,18.9,521,4,1,0,10.0,0
C006501,133,1056.66,17,96,374,0.835,17.9,4681,5,1,0,10.0,0
C006752,524,7311.68,17,99,364,0.475,23.7,1788,0,0,0,6.9,0
C001134,762,6739.63,11,47,196,0.862,27.1,442,2,0,0,6.4,0
A000879,216,2046.57,19,5,39,0.331,6.4,137,1,1,0,5.7,1
C002519,80,2541.06,11,66,226,0.674,22.0,4577,0,0,0,8.3,0
C007683,421,5978.05,16,88,324,0.686,19.9,4745,0,0,0,7.8,0
C001318,1429,2209.19,13,58,254,0.843,12.9,571,3,0,0,5.9,0
C004369,53,4360.12,10,50,189,0.7,17.4,2186,3,1,0,9.9,0
C000122,200,30162.75,5,35,122,0.492,31.7,233,6,0,0,3.4,0
C008455,490,6796.32,18,64,279,0.852,25.1,5820,5,0,1,3.9,0
C002450,1256,2610.28,23,104,409,0.498,30.1,845,0,0,0,6.8,0
C006979,257,675.95,19,120,417,0.742,16.8,947,1,0,0,9.0,0
C005276,155,3793.45,11,53,179,0.778,12.5,976,0,0,0,6.1,0
C002602,180,6312.83,21,100,395,0.517,17.2,1590,2,0,0,4.5,0
C009187,590,8100.86,19,81,334,0.905,24.0,554,0,0,0,2.5,0
C008699,451,3854.99,19,69,269,0.87,17.7,705,12,0,1,3.7,0
C002174,491,3443.17,8,37,128,0.815,18.0,3371,7,0,0,2.3,0
C003284,280,10565.9,13,70,247,0.777,24.9,3025,14,1,0,9.7,0
C004555,510,5775.23,14,47,205,0.853,25.9,1004,4,0,0,7.8,0
C003606,299,5356.95,9,34,155,0.706,25.9,2220,3,0,0,9.6,0
C004719,318,2746.23,11,51,201,0.962,15.2,938,3,0,0,3.6,0
C009994,641,1339.97,14,76,274,0.9,21.9,1851,5,0,0,6.4,0
C003769,982,14093.23,13,62,235,0.967,23.2,2689,8,0,1,7.0,0
C006960,715,2763.47,14,54,204,0.734,19.8,851,5,0,0,4.4,0
C004039,2000,8538.88,13,64,221,0.674,26.7,657,5,1,0,0.0,0
C003503,117,6143.09,11,42,182,0.602,20.5,1044,2,0,0,10.0,0
C001408,1494,7712.1,17,64,259,0.872,26.2,726,1,0,0,7.7,0
C007376,203,6618.13,11,59,221,0.813,10.7,3824,6,0,0,2.3,0
C007119,161,4089.89,12,56,206,0.846,21.6,2921,1,0,1,4.6,0
C009519,794,4264.63,20,104,381,0.672,20.4,2442,3,0,0,8.1,0
C002580,195,18231.31,7,27,105,0.901,20.6,614,13,0,1,3.7,0
C005419,370,9013.69,11,51,184,0.587,24.8,415,1,1,0,10.0,0
C003270,286,6137.78,12,69,262,0.611,26.9,3127,2,0,0,7.5,0
A000507,343,4059.18,20,15,179,0.36,6.4,81,3,0,1,4.5,1
C001868,680,2458.56,28,109,394,0.731,16.4,1968,3,0,0,7.2,0
A000893,70,10694.58,16,5,77,0.106,2.0,11,30,1,1,8.9,1
C005028,427,2434.95,12,63,213,0.924,19.0,132,2,0,0,5.0,0
C002522,389,4925.85,12,64,218,0.766,19.6,570,7,0,0,10.0,0
C005406,253,3706.88,11,46,180,0.463,17.0,642,4,0,0,5.5,0
C001821,613,3607.34,16,68,289,0.778,22.4,2384,3,0,0,1.2,0
C008606,672,4692.71,20,102,395,0.847,27.3,1692,12,0,0,2.0,0
C000052,191,2908.12,13,73,283,0.757,25.2,6689,0,0,0,10.0,0
C003889,303,4584.52,19,115,415,0.932,36.4,2690,1,1,0,5.2,0
C006672,700,3900.64,17,93,315,0.748,25.1,622,9,0,0,7.7,0
C003578,451,3998.99,17,58,254,0.621,18.5,2673,6,1,0,7.0,0
C004566,76,5112.88,8,51,190,0.594,24.9,903,1,0,2,5.3,0
C009080,596,10100.84,9,36,165,0.457,39.0,79,1,0,0,5.4,0
C005187,684,2937.75,15,78,266,0.809,27.3,695,2,1,0,4.9,0
C001859,459,3305.73,12,55,210,0.721,19.0,1015,1,0,1,9.3,0
C006162,553,5477.02,26,137,511,0.664,30.4,2531,1,0,0,6.5,0
A000485,391,13062.52,13,6,104,0.272,6.4,75,17,1,0,7.4,1
C009747,321,3053.4,9,45,165,0.975,20.7,363,1,0,0,2.7,0
C006000,397,2903.0,15,63,280,0.644,23.7,1338,6,0,0,6.7,0
C009741,429,1164.49,16,52,232,0.825,24.9,252,4,0,1,7.0,0
A000149,440,3020.3,10,3,52,0.7,7.4,127,20,0,0,4.4,1
C000426,1063,10604.94,17,83,347,0.995,26.8,2180,5,0,0,7.8,0
C004285,80,3488.21,15,86,325,0.982,18.5,1308,22,0,0,6.6,0
C006868,385,13533.73,10,45,202,0.891,20.6,444,10,0,0,2.5,0
C006852,512,5918.52,19,73,284,0.631,18.6,1556,13,0,1,3.6,0
C000229,1168,2274.24,17,69,296,0.628,32.4,3388,3,0,1,2.2,0
C006320,409,7920.24,20,74,292,0.589,28.3,1178,3,1,0,4.5,0
C002742,645,2896.94,15,62,229,0.924,20.0,848,2,0,0,10.0,0
C009636,42,20259.43,14,39,148,0.792,12.3,665,1,0,0,3.6,0
C009856,338,992.56,15,73,304,0.927,31.2,3806,1,0,0,10.0,0
C005949,329,4549.96,19,86,336,0.692,23.8,1122,9,0,0,6.2,0
C002922,909,8160.97,16,85,329,0.676,19.1,1301,0,1,0,9.7,0
C009289,302,2450.47,10,40,164,0.89,14.9,782,3,0,0,4.2,0
C003654,438,9215.11,18,89,331,0.67,15.2,651,3,0,0,8.5,0
C005554,228,9702.32,20,88,393,0.758,32.2,626,10,0,0,4.6,0
C004992,178,3029.24,12,54,190,0.797,23.2,1439,3,0,2,5.1,0
C001129,582,10138.46,14,77,304,0.841,24.2,518,0,0,1,10.0,0
A000881,309,6365.84,10,4,79,0.374,4.6,233,4,1,2,5.5,1
C002332,640,7848.63,14,82,308,0.778,21.7,1828,7,0,0,5.0,0
C002209,376,9679.89,16,61,267,0.705,15.7,1004,15,0,0,2.5,0
C009914,242,8521.3,8,28,99,0.684,13.8,6546,4,0,0,5.2,0
C009810,204,9643.76,18,91,394,0.598,22.0,1828,0,0,0,7.6,0
C005124,120,8068.96,14,68,229,0.812,18.2,677,0,0,0,5.7,0
C003154,411,8337.26,24,133,495,0.476,29.8,683,8,0,0,5.1,0
C009746,134,1789.37,16,81,284,0.711,22.1,360,4,1,0,6.1,0
C008650,294,2070.75,14,62,232,0.687,10.8,349,4,0,0,5.0,0
C007554,515,2888.49,14,71,242,0.644,18.7,1431,6,0,2,10.0,0
A000561,538,11291.9,18,4,62,0.403,5.7,46,27,0,1,6.8,1
C002375,539,3153.77,22,76,342,0.807,14.8,465,0,0,0,5.0,0
C001633,293,5237.21,14,36,153,0.866,19.4,370,3,0,0,7.6,0
C008280,1029,4583.74,15,76,333,0.802,22.3,923,1,0,0,2.9,0
C002299,401,2226.21,16,94,362,0.602,15.7,558,2,0,0,0.3,0
C006912,933,8580.03,12,44,160,0.77,29.7,7367,3,0,0,6.2,0
C004253,64,2708.94,13,62,276,0.837,30.3,367,0,0,0,2.5,0
C007847,398,2537.26,21,113,433,0.737,28.5,39,0,1,0,5.9,0
C008158,447,5001.12,18,72,293,0.762,25.4,1764,2,1,0,6.1,0
A000252,626,7253.79,17,8,154,0.441,6.6,213,5,2,1,0.0,1
C009495,909,5375.46,10,55,195,0.92,19.5,1600,11,0,0,10.0,0
C008516,1500,4898.86,13,56,237,0.792,20.6,511,3,0,0,6.8,0
C006727,256,9896.63,12,39,171,0.716,28.5,840,7,0,0,8.2,0
C008162,361,6641.03,16,64,274,0.856,24.2,410,3,0,1,6.8,0
C008410,210,7595.08,5,31,115,0.775,25.1,576,0,0,0,5.4,0
C004915,385,2232.65,14,87,372,0.36,18.2,1311,1,0,0,5.3,0
C007629,154,7094.05,10,60,249,0.853,24.8,336,0,0,0,6.9,0
C005144,129,2769.89,9,39,166,0.642,27.4,2544,18,0,0,3.6,0
A000898,853,4859.04,10,3,56,0.123,6.5,74,0,0,2,6.0,1
C006748,145,7363.88,20,96,401,0.838,15.3,2611,8,0,0,7.2,0
C008966,350,3537.67,16,91,308,0.406,20.5,4657,0,1,0,4.7,0
C002551,676,4458.42,19,88,312,0.541,29.1,2258,21,0,0,3.5,0
C005158,654,3217.42,10,42,168,0.681,20.2,2003,7,1,0,7.7,0
C000939,465,4339.93,13,78,262,0.825,26.4,313,3,0,0,6.7,0
C006210,332,3170.98,18,70,282,0.615,15.9,583,0,0,0,9.0,0
C009771,105,12687.95,14,75,255,0.68,25.5,1295,1,1,0,9.1,0
C009469,925,7661.44,6,24,110,0.602,22.7,743,0,0,1,8.4,0
A000692,501,7423.37,15,7,80,0.123,7.4,141,7,0,0,4.5,1
C002645,486,5344.23,13,52,224,0.745,31.1,743,1,0,0,2.8,0
C009628,538,9944.37,11,48,213,0.861,20.9,3850,1,0,0,1.9,0
C003166,499,10356.1,18,97,362,0.875,20.5,453,1,0,0,8.8,0
C003640,552,3343.51,10,44,164,0.75,14.7,2207,1,0,0,1.9,0
C009293,628,2429.0,9,56,207,0.831,11.6,1628,0,0,0,8.2,0
C002062,352,1741.78,12,55,238,0.548,19.9,921,3,0,0,5.4,0
C004646,401,5456.85,13,44,197,0.918,26.6,684,0,0,0,3.4,0
C008075,150,2786.77,15,52,233,0.623,24.6,4388,1,0,0,7.0,0
C002813,506,12523.83,9,37,144,0.613,23.4,559,0,1,1,7.5,0
A000322,716,3547.1,16,4,66,0.113,6.4,200,9,0,1,2.9,1
C009549,414,1421.48,16,67,292,0.714,19.9,263,1,1,0,8.9,0
C009910,92,5438.09,20,67,236,0.56,21.1,886,0,0,0,7.0,0
C002550,399,4572.91,11,47,168,0.644,20.3,737,11,0,0,7.1,0
C007380,169,3749.27,10,55,188,0.467,20.8,981,1,0,0,8.6,0
A000884,298,3575.42,17,5,68,0.053,5.8,70,2,0,0,4.7,1
C005229,263,1302.32,15,3,370,0.812,26.1,40,4,1,0,8.2,0
C004175,316,15475.37,21,80,357,0.496,23.7,1640,1,0,1,9.0,0
C009644,674,3635.76,21,115,396,0.614,11.1,796,2,0,1,6.4,0
C001025,251,3941.45,12,57,210,0.706,21.8,1147,4,0,0,2.6,0
C005957,347,18280.96,16,52,228,0.82,11.1,933,0,0,0,1.4,0
C006583,220,9000.0,15,62,232,0.783,26.6,953,1,0,0,4.5,0
C001952,312,3241.6,11,43,157,0.813,22.6,747,11,0,0,5.3,0
C006070,291,5695.3,14,88,307,0.949,15.4,322,3,0,1,7.9,0
C000352,209,8598.45,13,60,240,0.728,17.3,2651,0,0,0,10.0,0
C005886,834,2053.73,14,50,227,0.603,25.2,1364,2,0,1,10.0,0
C004739,386,8404.24,13,81,300,0.609,15.0,1080,3,0,0,10.0,0
C003663,1494,12203.58,10,52,189,0.441,13.9,399,15,0,0,7.3,0
C009391,816,2703.37,18,59,248,0.717,21.5,388,11,0,1,3.7,0
C004658,211,8478.5,14,64,255,0.914,36.8,1989,5,0,1,9.0,0
C008052,36,1838.95,19,106,415,0.859,29.6,588,0,0,0,10.0,0
C003151,99,5900.36,19,82,308,0.696,18.9,404,1,0,0,6.2,0
C005236,156,22784.61,16,56,240,0.895,26.9,2070,2,2,0,5.1,0
C005545,650,3590.77,13,64,281,0.299,27.5,482,3,0,0,2.1,0
C007371,142,4321.96,18,95,336,0.62,17.5,1130,7,0,1,6.4,0
C002940,837,3174.4,12,58,200,0.906,28.7,3381,1,1,0,7.2,0
C004511,403,20531.14,19,106,363,0.66,16.9,3472,14,0,2,3.3,0
C001341,701,5660.85,17,121,406,0.504,25.4,395,9,0,0,2.1,0
A000311,276,1223.34,17,9,102,0.329,5.4,63,30,0,1,0.2,1
C007325,403,4490.54,12,64,251,0.672,16.9,3035,2,0,0,6.3,0
C008586,761,13311.57,6,26,112,0.868,16.3,1429,3,0,0,5.3,0
C008974,625,1956.07,13,68,254,0.819,21.8,550,1,0,1,8.2,0
C009624,1257,6743.52,13,57,192,0.532,26.7,1230,1,0,0,5.5,0
C005362,116,3675.86,11,42,179,0.575,23.1,1447,2,0,1,9.4,0
C001584,559,7072.82,20,87,367,0.885,25.7,792,15,0,1,5.7,0
C001413,410,1866.48,19,79,297,0.869,18.7,1233,4,0,0,4.7,0
C009370,795,4526.76,17,62,254,0.798,23.9,1183,1,0,0,1.5,0
C009642,228,4837.4,10,35,146,0.695,25.4,451,1,0,0,6.7,0
C002257,410,3901.11,15,55,246,0.684,28.7,1095,9,0,0,1.5,0
C008141,380,9553.54,20,132,443,0.89,21.0,973,3,0,0,6.8,0
C002213,649,13072.69,19,97,442,0.685,18.2,258,0,0,0,7.2,0
C002623,482,3563.97,10,47,217,0.567,16.2,1452,0,0,0,1.9,0
C007919,416,4767.87,10,45,204,0.451,10.6,1366,10,0,0,4.4,0
C003625,314,8640.81,15,64,247,0.327,18.7,1114,2,2,0,7.4,0
C005211,187,3065.11,16,68,306,0.889,11.5,1418,2,0,0,9.5,0
C004268,275,6811.06,17,77,279,0.657,29.8,2160,2,0,0,4.1,0
C009901,402,4331.45,8,39,150,0.87,20.6,757,6,0,0,0.0,0
C000464,422,1872.99,19,98,370,0.838,37.2,2057,1,0,0,4.2,0
C001755,312,5596.55,14,34,149,0.873,18.3,2906,1,0,0,4.7,0
C008787,388,13435.27,14,67,259,0.589,35.5,607,9,0,0,9.1,0
C005361,183,4135.23,19,60,255,0.81,24.6,930,3,1,0,3.8,0
C004914,342,1292.74,25,83,354,0.549,23.8,497,0,0,1,8.0,0
C006119,699,5094.1,17,76,326,0.921,9.1,904,4,1,0,7.2,0
C000379,299,5206.9,15,65,272,0.796,7.3,1729,5,0,0,3.8,0
C003107,681,8036.01,10,55,213,0.964,10.4,302,1,0,0,7.0,0
C001336,428,17062.58,20,135,487,0.616,30.6,582,6,1,0,6.1,0
A000659,507,4609.39,11,1,19,0.658,3.4,167,8,0,1,4.4,1
C002717,190,2911.3,15,72,249,0.909,22.7,1100,8,0,0,0.3,0
C006088,577,9810.97,14,50,212,0.513,29.1,2031,11,0,0,10.0,0
C005313,459,3628.19,11,53,234,0.577,24.7,435,13,0,0,3.4,0
C005899,392,11279.62,20,117,447,0.289,12.4,1834,0,0,0,9.8,0
C006207,239,3002.87,16,79,292,0.741,19.4,870,9,0,1,4.6,0
C001812,138,5816.56,9,57,200,0.791,16.7,4286,4,0,0,5.4,0
C001895,475,14566.03,15,63,288,0.764,26.9,3255,0,0,0,2.3,0
C008843,180,5648.65,16,90,331,0.551,18.5,1705,2,0,0,6.0,0
C005333,299,12717.18,16,88,330,0.892,22.6,280,14,1,1,8.1,0
A000170,304,17618.54,13,15,122,0.062,6.9,130,9,0,3,4.4,1
C001190,198,7193.84,15,60,265,0.753,19.1,1656,1,1,0,10.0,0
C005729,481,2387.98,21,80,353,0.664,18.0,2708,0,1,0,0.9,0
C004882,336,3923.67,11,41,142,0.95,20.7,661,11,0,1,3.4,0
C003455,601,7228.91,15,62,240,0.539,26.0,1380,0,0,0,7.2,0
C006453,574,2487.79,18,52,178,0.769,16.3,1257,1,1,0,3.2,0
C008547,134,1503.29,25,137,486,0.561,18.1,1309,4,0,0,5.2,0
C009399,257,4821.98,13,46,159,0.785,29.3,1089,9,1,0,7.7,0
C008804,441,3769.52,11,46,156,0.675,25.5,469,0,0,0,1.2,0
C008218,335,2301.82,19,131,442,0.869,13.7,377,16,0,0,9.1,0
C004614,437,2127.82,17,85,320,0.435,29.1,355,0,0,0,2.9,0
C003993,514,4609.1,15,66,234,0.842,11.7,793,2,1,0,9.7,0
A000175,101,1400.84,18,7,77,0.575,8.0,42,11,0,1,2.6,1
C001031,306,4128.64,9,45,198,0.826,21.7,193,11,0,0,0.7,0
C005654,104,6891.47,17,69,236,0.812,17.1,1009,11,1,0,3.7,0
C002221,507,5396.87,18,93,343,0.467,17.7,547,6,0,0,4.5,0
C003775,952,50000.0,20,84,304,0.738,35.8,6384,0,0,1,4.5,0
C007466,149,2007.63,16,82,345,0.58,26.4,3573,0,0,0,6.9,0
C008549,231,4439.64,22,100,412,0.846,14.3,2313,1,0,0,9.7,0
C001756,193,9051.21,12,56,229,0.693,21.1,2156,1,0,0,10.0,0
C009967,202,2043.32,15,63,238,0.596,26.5,1226,2,0,0,6.7,0
C007943,556,6414.45,15,59,60,0.791,25.8,1011,3,1,0,0.0,0
C004328,365,8763.64,13,80,275,0.61,16.8,1107,0,0,0,8.7,0
C000111,333,28387.9,19,144,484,0.746,19.1,576,5,0,0,6.5,0
C008105,315,3661.91,17,68,253,0.78,19.9,3541,2,0,0,6.9,0
C008160,137,1313.25,19,97,382,0.672,28.0,1290,2,0,1,10.0,0
C002918,690,16877.11,19,59,257,0.845,19.5,974,6,0,0,2.9,0
C001516,545,9618.86,12,54,199,0.761,23.1,542,1,0,0,7.7,0
A000393,413,3340.21,11,8,60,0.202,4.9,47,14,0,0,7.1,1
A000930,270,4509.83,13,8,65,0.277,5.3,56,22,0,1,2.9,1
C009980,956,2579.8,15,76,323,0.765,17.1,1153,2,1,0,3.6,0
C009265,313,1887.02,20,71,259,0.149,27.4,675,2,0,0,2.6,0
C002264,475,2315.92,15,56,227,0.824,18.7,1285,13,0,0,0.0,0
C005501,348,9421.03,15,77,343,0.928,17.3,2096,3,0,0,1.3,0
A000372,394,7262.31,14,9,75,0.307,5.8,26,3,0,0,5.3,1
C009355,578,6255.47,14,66,225,0.491,19.7,307,4,0,1,4.7,0
C007309,474,2853.48,12,50,224,0.82,28.8,4306,8,0,0,4.4,0
C000894,387,3410.34,21,104,350,0.851,22.5,524,16,2,0,3.7,0
C001491,220,9452.28,12,49,178,0.626,22.0,3492,8,0,0,7.0,0
C001851,411,6034.83,13,62,229,0.791,19.6,2980,0,0,0,2.6,0
C000325,1225,5454.67,12,49,220,0.751,22.6,622,7,0,0,8.6,0
C001216,631,7420.04,11,57,202,0.909,25.9,1161,1,1,0,9.0,0
C002934,318,4908.52,9,48,170,0.778,24.0,1269,3,0,0,4.5,0
C004690,425,7824.15,16,72,305,0.871,21.9,2651,2,2,0,7.6,0
C008119,547,1538.69,12,45,154,0.9,24.4,1486,9,1,0,3.4,0
C007656,377,11054.34,21,130,462,0.568,26.5,617,14,0,0,8.1,0
C009458,314,2213.84,16,72,288,0.616,20.1,350,3,0,1,3.3,0
C007498,529,18006.19,9,50,183,0.341,21.1,729,4,1,0,4.5,0
A000693,600,28950.75,18,8,60,0.09,8.5,31,4,1,0,6.3,1
C001130,424,3153.04,14,65,63,0.798,24.4,1277,13,0,0,9.5,0
C005834,648,3130.16,12,64,236,0.477,18.7,2562,2,0,0,7.6,0
C002919,380,6980.14,13,63,249,0.879,20.7,834,30,0,0,7.7,0
C003085,1041,4668.98,21,91,354,0.829,22.9,434,8,0,1,7.5,0
C004589,247,17751.15,14,71,244,0.715,20.4,623,3,0,0,5.8,0
C004305,734,24342.36,12,71,262,0.967,17.6,2083,0,0,0,4.6,0
C002796,693,6247.87,12,63,220,0.57,19.9,1457,2,0,0,10.0,0
A000416,434,4424.76,9,6,47,0.142,3.8,40,0,1,2,6.3,1
C000799,871,3721.45,18,76,336,0.943,22.1,699,4,0,0,9.0,0
C000735,84,9567.81,9,43,165,0.82,16.3,1521,1,1,0,10.0,0
C006544,737,2248.27,12,48,212,0.783,18.9,3901,7,0,0,4.3,0
C002245,754,6576.57,15,78,309,0.318,15.5,652,0,0,0,5.7,0
C000179,647,7556.04,13,61,253,0.895,25.9,669,5,0,0,2.5,0
C009742,480,6180.05,18,69,303,0.657,22.1,658,5,0,1,7.3,0
C009723,255,17604.12,24,101,413,0.745,19.0,759,2,0,0,7.0,0
C001175,1518,6796.48,12,60,206,0.908,21.5,2070,0,0,0,6.9,0
C009700,564,4177.69,10,57,215,0.436,21.9,1379,26,0,0,4.0,0
C001832,1181,887.43,13,51,215,0.922,23.9,850,5,1,0,10.0,0
C009886,275,6051.96,20,88,342,0.631,14.6,534,6,0,0,9.4,0
C005237,567,2032.92,12,52,214,0.679,32.6,764,7,1,0,7.1,0
C008857,92,6604.43,14,79,265,0.516,27.2,398,8,0,0,1.2,0
C001782,72,4662.65,19,68,264,0.714,26.7,399,2,0,0,4.8,0
C003202,242,5030.13,23,110,500,0.869,27.0,2692,0,0,0,3.5,0
C000199,427,1769.95,16,72,326,0.479,20.4,1557,0,0,0,2.0,0
C006936,447,4327.97,14,55,231,0.797,26.9,2454,4,0,0,8.5,0
