tenure_months,day_of_month,invoice_amount,avg_ticket,gateway_error_code,card_brand,payment_history_score,failure_count_90d,hour_of_day,day_of_week,attempt_count,ltv_estimated,recovered
1,4,254.09,287.53,insufficient_funds,visa,0.538,3,15,0,1,254.09,1
2,20,103.4,100.55,insufficient_funds,visa,0.638,2,15,2,1,103.4,1
23,24,368.88,399.61,card_declined,mastercard,0.556,1,13,2,1,680.39,1
10,11,20.82,23.78,insufficient_funds,visa,0.745,0,14,4,1,20.82,1
20,16,589.19,626.01,generic_decline,visa,0.603,3,8,3,1,921.63,1
7,4,661.04,705.26,insufficient_funds,amex,0.527,1,14,6,1,661.04,1
62,28,146.64,151.74,insufficient_funds,visa,0.912,3,15,0,2,744.79,1
50,4,204.73,234.07,expired_card,visa,0.584,0,20,3,1,910.27,1
59,6,94.5,88.82,expired_card,mastercard,0.973,0,15,0,2,414.14,1
2,9,81.15,88.04,generic_decline,visa,0.571,0,20,5,1,81.15,1
0,25,56.81,55.36,insufficient_funds,elo,0.392,3,20,2,1,56.81,1
42,22,93.58,83.91,insufficient_funds,visa,0.784,1,13,1,1,270.19,0
30,1,160.17,171.67,expired_card,visa,0.658,2,15,1,2,386.26,1
5,6,141.94,155.97,expired_card,elo,0.547,0,13,0,1,141.94,1
0,23,570.83,633.1,processing_error,elo,0.517,1,8,1,1,570.83,1
30,13,106.86,120.38,processing_error,elo,0.742,0,21,2,4,270.85,0
49,1,26.05,27.96,insufficient_funds,visa,0.693,1,20,0,2,106.37,1
3,29,421.17,424.66,card_declined,mastercard,0.591,2,8,3,3,421.17,0
3,5,33.04,37.39,card_declined,hipercard,0.208,2,17,1,1,33.04,0
0,16,59.47,54.29,expired_card,mastercard,0.506,1,21,3,2,59.47,0
8,8,124.44,108.66,insufficient_funds,hipercard,0.688,0,3,0,2,124.44,1
1,23,141.6,138.7,do_not_honor,mastercard,0.313,0,14,1,4,141.6,0
20,24,27.07,27.74,card_declined,elo,0.738,2,11,5,2,40.84,1
1,13,50.37,53.09,insufficient_funds,visa,0.649,2,15,6,1,50.37,1
0,20,26.23,28.71,insufficient_funds,amex,0.462,2,10,2,1,26.23,0
44,27,169.81,145.7,card_declined,amex,0.313,2,1,3,1,493.28,1
4,24,279.67,305.01,do_not_honor,elo,0.61,3,0,2,2,279.67,0
0,13,33.02,34.01,insufficient_funds,hipercard,0.599,1,23,2,1,33.02,0
11,14,236.71,268.88,do_not_honor,elo,0.585,0,7,1,4,236.71,0
1,26,223.46,213.26,insufficient_funds,mastercard,0.398,1,11,4,3,223.46,0
17,2,54.43,56.34,insufficient_funds,mastercard,0.552,0,17,1,1,70.1,1
19,1,16.8,18.14,card_declined,elo,0.515,2,17,2,4,25.32,0
9,6,37.74,37.93,insufficient_funds,elo,0.423,0,8,2,3,37.74,0
34,25,57.61,51.66,insufficient_funds,mastercard,0.451,1,16,4,1,132.71,1
0,5,384.47,332.54,card_declined,mastercard,0.514,2,15,5,4,384.47,0
4,9,88.0,77.74,insufficient_funds,amex,0.395,2,11,0,2,88.0,0
10,19,39.97,39.91,insufficient_funds,visa,0.533,1,20,3,1,39.97,1
11,6,111.47,116.14,insufficient_funds,elo,0.346,1,23,0,1,111.47,1
0,9,30.93,31.58,insufficient_funds,mastercard,0.463,1,12,0,3,30.93,1
2,15,154.36,164.22,insufficient_funds,elo,0.505,1,11,2,1,154.36,1
13,7,41.02,35.35,insufficient_funds,visa,0.575,0,14,0,2,41.02,1
56,31,46.66,41.57,do_not_honor,mastercard,0.666,0,22,6,4,183.0,0
0,6,136.45,147.14,expired_card,visa,0.604,0,20,4,3,136.45,1
5,25,462.72,501.75,card_declined,mastercard,0.351,3,19,4,2,462.72,0
1,15,688.62,730.41,insufficient_funds,elo,0.63,1,22,0,1,688.62,1
48,4,38.81,41.67,insufficient_funds,mastercard,0.587,2,11,5,2,155.01,1
6,4,57.54,65.54,do_not_honor,mastercard,0.495,1,21,1,2,57.54,0
61,16,154.52,175.11,expired_card,visa,0.837,2,22,1,1,845.64,1
55,12,276.06,288.03,processing_error,mastercard,0.675,1,18,6,3,1243.13,1
9,7,14.3,13.52,insufficient_funds,amex,0.365,3,14,4,1,14.3,1
0,29,105.63,90.23,expired_card,elo,0.519,2,22,4,1,105.63,0
47,15,63.41,65.91,insufficient_funds,visa,0.836,1,2,6,1,239.65,1
20,28,17.7,17.34,insufficient_funds,mastercard,0.637,2,12,2,2,25.53,1
61,6,29.8,26.64,processing_error,elo,0.838,0,8,1,1,128.65,1
29,6,59.03,53.99,insufficient_funds,mastercard,0.67,1,14,1,4,117.21,1
14,18,102.99,116.48,insufficient_funds,mastercard,0.485,2,19,1,2,118.68,0
1,8,239.34,208.19,insufficient_funds,amex,0.674,1,14,5,4,239.34,0
10,6,133.91,145.46,expired_card,amex,0.675,2,16,1,1,133.91,0
10,4,226.81,254.17,processing_error,visa,0.556,2,14,0,1,226.81,0
12,3,100.1,105.76,insufficient_funds,mastercard,0.617,0,1,5,3,100.1,0
10,23,52.26,45.38,generic_decline,mastercard,0.588,1,7,6,3,52.26,0
23,9,83.03,91.64,insufficient_funds,amex,0.635,3,4,5,1,156.03,1
48,30,181.31,189.65,do_not_honor,visa,0.892,1,20,1,2,705.5,0
3,6,244.6,228.24,card_declined,visa,0.549,0,8,1,3,244.6,0
9,12,85.72,89.05,do_not_honor,mastercard,0.649,1,13,5,1,85.72,0
4,12,42.82,38.15,card_declined,mastercard,0.623,2,16,4,1,42.82,0
26,16,131.71,139.91,insufficient_funds,visa,0.695,2,16,1,1,270.8,1
31,26,149.45,167.52,insufficient_funds,hipercard,0.526,2,17,6,3,390.21,1
4,25,292.2,294.1,processing_error,visa,0.555,2,16,3,1,292.2,1
0,1,53.49,60.74,processing_error,visa,0.552,2,15,3,1,53.49,0
5,13,54.01,53.01,expired_card,visa,0.55,2,18,2,2,54.01,0
9,25,191.35,211.88,card_declined,visa,0.512,0,12,1,1,191.35,0
8,1,68.07,73.66,insufficient_funds,visa,0.487,1,15,3,2,68.07,1
0,16,65.56,57.47,insufficient_funds,visa,0.512,1,14,2,1,65.56,0
63,8,297.81,334.68,insufficient_funds,visa,0.868,2,13,0,2,1669.22,0
71,13,28.92,32.48,expired_card,mastercard,0.527,0,23,0,1,182.56,0
9,14,607.24,580.17,card_declined,mastercard,0.639,0,22,6,2,607.24,1
40,12,56.72,61.71,expired_card,mastercard,0.52,5,18,6,4,188.56,0
13,26,211.1,193.66,expired_card,hipercard,0.46,1,19,0,2,211.1,1
9,16,88.74,76.24,insufficient_funds,hipercard,0.549,1,22,1,1,88.74,1
40,27,124.39,113.49,insufficient_funds,mastercard,0.631,3,13,4,2,346.77,0
37,23,77.4,77.03,insufficient_funds,visa,0.594,2,16,4,3,216.53,1
29,12,209.2,181.45,insufficient_funds,mastercard,0.558,1,13,2,3,393.92,0
14,16,71.8,64.48,expired_card,visa,0.494,2,22,1,1,71.8,0
53,12,58.76,66.7,card_declined,elo,0.933,2,17,6,1,276.43,1
4,25,489.41,488.51,do_not_honor,mastercard,0.528,1,16,0,1,489.41,0
29,6,100.33,110.06,insufficient_funds,visa,0.699,0,15,5,2,238.94,1
9,28,53.63,48.91,processing_error,mastercard,0.36,0,16,2,1,53.63,1
9,17,26.01,22.8,expired_card,amex,0.581,0,12,0,2,26.01,0
25,18,512.65,555.8,insufficient_funds,mastercard,0.382,2,16,5,3,1032.48,0
1,16,59.87,57.15,card_declined,elo,0.504,2,11,6,1,59.87,0
47,17,610.29,602.93,generic_decline,elo,0.759,0,11,5,2,2192.24,0
3,20,139.31,159.88,insufficient_funds,mastercard,0.362,2,10,4,1,139.31,1
1,20,110.98,104.87,expired_card,visa,0.542,2,10,4,1,110.98,0
0,7,113.67,112.75,insufficient_funds,mastercard,0.463,0,15,1,1,113.67,0
21,17,699.82,728.12,insufficient_funds,visa,0.655,1,6,1,4,1127.68,0
16,12,13.94,12.22,insufficient_funds,mastercard,0.549,2,13,5,1,14.28,1
3,19,118.25,125.93,insufficient_funds,visa,0.395,2,15,3,2,118.25,0
4,17,77.23,76.11,card_declined,amex,0.332,1,9,2,4,77.23,0
58,6,80.89,73.0,insufficient_funds,elo,0.564,0,13,4,2,334.02,1
0,23,111.61,109.28,card_declined,visa,0.481,3,16,2,1,111.61,1
10,15,77.16,76.25,do_not_honor,elo,0.655,3,22,6,1,77.16,1
8,17,115.53,120.41,processing_error,elo,0.624,0,13,1,1,115.53,0
3,20,95.72,108.27,insufficient_funds,elo,0.56,2,0,0,1,95.72,1
29,20,30.43,32.85,insufficient_funds,visa,0.34,0,18,1,1,71.32,0
32,23,137.16,132.32,insufficient_funds,mastercard,0.697,1,23,6,2,318.74,0
2,6,184.65,210.67,insufficient_funds,mastercard,0.302,3,23,1,2,184.65,0
23,4,60.39,65.66,insufficient_funds,visa,0.543,1,15,6,1,111.8,0
1,20,513.71,440.96,expired_card,mastercard,0.524,1,10,0,1,513.71,0
8,7,320.15,283.33,expired_card,visa,0.617,3,18,0,1,320.15,0
3,4,206.87,189.37,insufficient_funds,amex,0.642,2,20,5,1,206.87,1
18,4,204.65,179.08,insufficient_funds,hipercard,0.668,0,16,2,2,236.39,1
0,10,100.4,99.96,do_not_honor,visa,0.369,1,13,4,1,100.4,0
6,31,269.42,256.55,generic_decline,visa,0.708,1,13,3,2,269.42,0
0,5,394.53,450.5,expired_card,visa,0.602,4,15,4,1,394.53,0
3,9,200.37,198.73,expired_card,amex,0.39,3,11,3,1,200.37,0
5,28,58.9,53.81,expired_card,visa,0.322,0,14,4,3,58.9,0
6,29,94.36,107.69,insufficient_funds,elo,0.482,1,20,3,2,94.36,0
1,7,162.71,163.39,do_not_honor,elo,0.637,2,16,2,1,162.71,0
38,26,205.73,179.38,insufficient_funds,visa,0.534,3,11,4,1,518.81,1
5,5,91.25,79.78,card_declined,elo,0.552,0,18,0,3,91.25,1
0,24,59.08,62.19,insufficient_funds,mastercard,0.568,2,13,1,1,59.08,0
12,1,399.28,398.66,card_declined,visa,0.644,2,10,1,2,399.28,0
52,13,37.71,39.12,card_declined,amex,0.922,2,5,5,2,158.78,0
4,8,42.36,46.8,card_declined,mastercard,0.514,2,21,4,3,42.36,0
2,22,30.07,31.71,insufficient_funds,visa,0.708,0,16,0,2,30.07,0
0,1,42.28,46.87,expired_card,mastercard,0.544,3,1,5,2,42.28,0
21,15,296.02,317.57,expired_card,mastercard,0.403,1,15,1,1,491.84,0
27,22,304.95,320.9,card_declined,mastercard,0.527,0,12,0,3,646.21,0
16,2,91.53,81.5,insufficient_funds,visa,0.589,1,12,0,1,95.26,0
60,27,151.91,151.13,insufficient_funds,mastercard,0.933,3,22,3,1,717.87,1
24,12,96.84,94.9,card_declined,visa,0.691,1,23,1,1,168.92,1
7,6,33.91,34.32,insufficient_funds,mastercard,0.482,2,19,4,2,33.91,1
1,7,701.17,678.27,expired_card,visa,0.535,2,11,5,1,701.17,1
4,11,331.48,343.46,insufficient_funds,mastercard,0.507,3,8,2,2,331.48,0
2,6,133.92,129.6,card_declined,elo,0.595,2,6,6,2,133.92,0
0,16,45.7,46.49,insufficient_funds,visa,0.677,2,4,1,1,45.7,1
12,19,80.05,77.53,processing_error,visa,0.456,1,23,4,2,80.05,0
19,14,52.84,59.21,insufficient_funds,elo,0.643,1,10,6,2,82.66,0
4,14,106.6,102.55,insufficient_funds,visa,0.571,0,19,3,1,106.6,1
6,24,128.73,137.65,insufficient_funds,visa,0.363,0,13,5,2,128.73,0
2,9,72.2,74.66,do_not_honor,mastercard,0.528,1,20,4,2,72.2,0
0,19,26.85,25.93,insufficient_funds,mastercard,0.579,3,20,0,2,26.85,0
3,26,649.57,709.52,insufficient_funds,visa,0.482,0,12,6,1,649.57,1
5,7,120.71,136.19,insufficient_funds,elo,0.393,1,13,1,2,120.71,1
0,19,146.64,158.1,processing_error,visa,0.569,2,15,5,2,146.64,0
29,28,67.17,76.21,insufficient_funds,elo,0.464,1,5,0,1,165.45,0
2,16,24.41,23.94,expired_card,elo,0.635,1,0,3,1,24.41,0
49,30,90.78,102.05,insufficient_funds,visa,0.672,0,20,3,1,388.23,1
5,10,73.35,81.63,insufficient_funds,elo,0.54,2,15,4,2,73.35,0
1,17,183.59,198.04,insufficient_funds,mastercard,0.343,1,15,4,1,183.59,1
69,10,218.61,240.59,expired_card,hipercard,0.804,0,17,0,3,1314.22,0
20,1,192.86,206.18,insufficient_funds,elo,0.704,1,13,1,2,303.54,1
28,31,235.16,236.03,generic_decline,visa,0.755,0,19,4,2,493.83,1
5,8,485.22,492.85,insufficient_funds,mastercard,0.678,1,0,2,1,485.22,1
0,30,138.2,134.79,expired_card,mastercard,0.251,1,9,2,1,138.2,0
28,20,259.52,272.31,insufficient_funds,elo,0.55,3,22,0,1,569.73,1
61,27,151.58,143.61,insufficient_funds,mastercard,0.697,1,22,3,1,693.52,1
54,29,18.08,19.38,processing_error,elo,0.807,2,8,1,1,81.98,1
2,17,85.21,85.34,card_declined,visa,0.495,1,16,0,2,85.21,0
22,31,45.22,43.23,expired_card,hipercard,0.526,1,19,3,2,70.27,1
63,24,120.06,107.35,card_declined,visa,0.758,0,12,2,4,535.41,1
4,16,48.41,44.86,insufficient_funds,visa,0.6,1,0,4,2,48.41,1
41,20,167.41,174.45,do_not_honor,visa,0.778,0,18,1,1,547.36,0
6,6,233.66,224.54,insufficient_funds,amex,0.563,2,20,0,2,233.66,1
33,1,284.73,244.85,do_not_honor,elo,0.663,2,19,2,1,609.37,0
6,8,411.9,390.86,card_declined,mastercard,0.532,3,10,6,3,411.9,0
3,14,22.06,21.18,insufficient_funds,amex,0.442,1,16,1,1,22.06,1
1,7,33.69,31.0,expired_card,visa,0.582,1,11,1,2,33.69,1
0,16,1312.67,1228.52,generic_decline,visa,0.494,1,17,5,3,1312.67,0
3,20,239.65,254.38,insufficient_funds,visa,0.41,2,15,4,1,239.65,0
57,20,119.32,128.14,insufficient_funds,mastercard,0.712,1,16,2,1,575.19,1
8,26,100.57,114.42,expired_card,mastercard,0.581,0,13,5,2,100.57,1
12,29,92.93,82.28,insufficient_funds,visa,0.638,1,16,4,1,92.93,1
5,26,17.54,16.55,insufficient_funds,visa,0.451,0,16,1,4,17.54,1
45,19,49.22,42.97,card_declined,visa,0.851,1,10,4,1,149.05,1
11,6,88.5,91.51,do_not_honor,visa,0.559,2,0,1,1,88.5,1
5,28,51.75,44.24,expired_card,mastercard,0.658,1,18,3,4,51.75,0
64,6,58.13,52.99,generic_decline,mastercard,0.832,1,11,2,2,268.48,1
7,5,948.92,973.68,insufficient_funds,visa,0.388,2,16,3,3,948.92,0
37,10,78.17,74.86,insufficient_funds,visa,0.666,0,0,6,2,210.43,1
19,17,125.14,126.81,insufficient_funds,mastercard,0.246,0,12,5,3,177.02,0
41,21,121.25,126.35,insufficient_funds,elo,0.728,3,3,4,1,396.44,0
38,1,165.01,181.79,expired_card,mastercard,0.854,0,12,0,4,525.78,0
10,24,63.97,61.91,insufficient_funds,mastercard,0.657,1,19,0,1,63.97,0
29,6,295.92,276.29,insufficient_funds,hipercard,0.431,3,17,4,2,599.82,1
11,9,144.95,146.64,card_declined,elo,0.641,0,10,6,2,144.95,1
1,10,31.16,27.14,expired_card,visa,0.614,1,9,0,1,31.16,1
4,11,88.85,76.64,expired_card,amex,0.564,1,9,6,3,88.85,1
13,24,83.89,82.69,expired_card,mastercard,0.657,1,21,3,1,83.89,0
1,2,80.53,73.72,generic_decline,mastercard,0.58,0,12,2,3,80.53,1
13,6,153.67,130.95,card_declined,mastercard,0.584,0,23,4,1,153.67,0
25,1,171.78,181.02,do_not_honor,mastercard,0.6,2,16,6,2,336.27,0
38,24,154.68,169.35,generic_decline,amex,0.657,0,23,1,1,489.8,0
2,30,132.09,118.14,do_not_honor,visa,0.526,1,11,6,2,132.09,0
71,20,105.47,107.49,insufficient_funds,mastercard,0.882,2,23,0,2,604.18,1
55,18,14.46,16.56,expired_card,visa,0.633,3,22,5,1,71.47,0
2,27,195.08,181.55,insufficient_funds,elo,0.455,1,10,4,3,195.08,0
11,8,150.84,161.28,insufficient_funds,visa,0.568,0,23,3,4,150.84,1
44,3,40.76,36.63,expired_card,mastercard,0.639,2,13,3,4,124.01,0
20,16,125.42,141.68,insufficient_funds,amex,0.518,4,9,6,3,208.58,0
1,8,173.81,147.76,expired_card,visa,0.545,1,14,5,1,173.81,0
3,15,276.67,259.63,processing_error,visa,0.389,0,8,6,4,276.67,1
10,15,153.81,175.79,insufficient_funds,mastercard,0.456,2,17,0,2,153.81,0
68,10,130.07,136.73,generic_decline,mastercard,0.864,1,17,2,1,736.06,0
9,15,226.65,207.06,card_declined,visa,0.497,2,13,1,2,226.65,0
0,12,74.45,80.96,processing_error,visa,0.373,1,13,1,2,74.45,1
26,4,140.95,157.78,insufficient_funds,visa,0.712,1,2,6,1,305.39,0
2,26,56.3,56.09,generic_decline,visa,0.42,1,18,3,1,56.3,0
4,22,262.09,235.04,insufficient_funds,elo,0.521,1,11,5,2,262.09,1
3,2,23.39,21.7,processing_error,visa,0.386,1,15,0,1,23.39,1
13,4,201.93,228.77,insufficient_funds,mastercard,0.63,0,15,3,1,216.03,1
35,4,99.3,89.2,insufficient_funds,visa,0.616,1,20,6,3,236.32,0
0,2,230.43,217.43,insufficient_funds,hipercard,0.671,2,17,2,2,230.43,1
5,2,48.86,43.66,card_declined,elo,0.534,2,23,3,1,48.86,0
48,5,105.88,93.35,do_not_honor,mastercard,0.601,1,17,1,2,347.26,1
25,25,103.16,103.84,expired_card,elo,0.765,5,13,4,1,192.9,0
0,25,143.71,139.26,card_declined,visa,0.444,3,22,0,2,143.71,0
7,24,38.55,33.3,insufficient_funds,visa,0.501,2,16,3,1,38.55,1
1,18,172.01,153.7,generic_decline,mastercard,0.622,6,10,0,1,172.01,0
3,23,18.97,16.34,insufficient_funds,mastercard,0.6,1,16,2,1,18.97,1
16,23,54.01,46.31,do_not_honor,visa,0.733,1,9,3,3,54.13,0
64,26,24.39,22.04,processing_error,mastercard,0.708,7,13,2,1,111.67,0
1,23,204.0,218.91,insufficient_funds,elo,0.45,4,1,0,2,204.0,0
5,23,139.47,119.17,insufficient_funds,amex,0.607,0,8,3,4,139.47,0
4,24,146.57,137.97,card_declined,amex,0.483,2,11,1,1,146.57,0
71,17,361.78,368.81,do_not_honor,mastercard,0.912,1,17,2,1,2073.02,1
4,7,73.83,79.23,card_declined,mastercard,0.343,2,15,0,4,73.83,1
2,4,167.99,176.96,do_not_honor,mastercard,0.607,0,14,0,1,167.99,0
2,13,103.65,118.84,generic_decline,visa,0.287,2,16,4,1,103.65,0
5,4,90.54,84.45,insufficient_funds,elo,0.579,1,10,6,1,90.54,0
7,6,312.02,265.23,expired_card,visa,0.47,3,18,6,2,312.02,1
42,1,621.25,535.19,expired_card,amex,0.679,3,16,0,1,1723.31,0
5,9,66.63,58.58,insufficient_funds,visa,0.427,1,9,3,2,66.63,1
10,29,205.0,234.23,processing_error,visa,0.718,1,16,6,1,205.0,1
10,12,129.78,132.51,insufficient_funds,visa,0.573,0,9,2,2,129.78,1
22,8,131.17,142.95,card_declined,elo,0.611,2,18,5,4,232.37,0
41,13,121.75,139.47,expired_card,visa,0.728,2,11,0,3,437.61,1
4,9,72.71,80.22,processing_error,mastercard,0.411,3,4,6,2,72.71,0
4,20,4.05,3.94,insufficient_funds,visa,0.476,2,10,4,1,4.05,0
0,19,382.13,425.22,expired_card,mastercard,0.511,4,15,4,3,382.13,0
6,2,52.73,51.68,insufficient_funds,mastercard,0.574,3,18,3,1,52.73,1
7,16,78.87,69.74,processing_error,hipercard,0.702,3,14,6,3,78.87,1
46,2,80.38,81.54,insufficient_funds,visa,0.766,0,14,1,1,289.65,0
18,20,48.72,54.8,expired_card,visa,0.751,2,15,1,1,72.34,1
10,28,121.0,131.33,processing_error,visa,0.623,1,21,3,2,121.0,0
4,27,93.98,91.21,insufficient_funds,mastercard,0.648,1,20,6,2,93.98,0
1,6,51.72,57.23,insufficient_funds,elo,0.402,1,22,6,4,51.72,0
10,23,111.61,110.41,insufficient_funds,visa,0.517,3,20,0,1,111.61,0
8,24,94.92,100.18,expired_card,hipercard,0.376,2,15,0,1,94.92,0
0,26,222.87,211.71,insufficient_funds,visa,0.555,2,16,5,1,222.87,1
2,8,29.72,27.0,insufficient_funds,elo,0.498,1,16,4,2,29.72,0
3,15,47.8,45.13,insufficient_funds,mastercard,0.388,1,23,4,3,47.8,0
12,7,186.17,207.12,insufficient_funds,amex,0.575,2,19,4,1,186.17,1
29,1,55.37,63.51,insufficient_funds,mastercard,0.62,2,16,0,2,137.88,0
3,20,43.81,40.71,expired_card,mastercard,0.69,4,17,2,1,43.81,1
2,14,57.86,52.05,expired_card,visa,0.385,3,23,3,2,57.86,0
68,8,89.36,77.86,expired_card,visa,0.757,1,10,4,1,419.15,0
5,25,89.66,96.49,insufficient_funds,elo,0.565,1,23,3,2,89.66,0
0,16,81.12,81.8,do_not_honor,visa,0.635,1,13,4,3,81.12,0
8,31,39.2,39.86,insufficient_funds,elo,0.342,4,13,3,4,39.2,0
0,24,194.26,167.76,processing_error,visa,0.454,1,11,4,2,194.26,0
13,26,317.5,277.6,expired_card,visa,0.503,1,13,0,1,317.5,1
42,24,17.91,20.14,insufficient_funds,mastercard,0.845,1,15,4,2,64.85,1
55,4,24.59,25.16,card_declined,visa,0.827,3,10,3,2,108.59,1
4,3,238.23,218.16,insufficient_funds,mastercard,0.428,1,10,2,2,238.23,1
3,28,394.2,359.6,generic_decline,amex,0.6,0,12,4,2,394.2,0
2,5,14.75,13.6,expired_card,visa,0.488,4,0,0,1,14.75,1
18,12,201.69,175.29,insufficient_funds,visa,0.789,1,17,5,2,231.38,1
55,18,418.77,362.21,insufficient_funds,visa,0.694,3,11,6,2,1563.29,1
27,6,45.44,48.44,card_declined,mastercard,0.747,0,22,0,2,97.55,0
0,7,397.67,369.49,insufficient_funds,elo,0.387,1,14,2,2,397.67,1
26,15,83.45,80.56,insufficient_funds,amex,0.725,0,15,6,2,155.93,1
7,12,129.27,130.72,do_not_honor,visa,0.6,1,22,0,1,129.27,0
0,20,51.6,48.81,insufficient_funds,visa,0.61,2,0,1,1,51.6,1
2,3,237.84,236.33,insufficient_funds,visa,0.642,0,18,5,1,237.84,1
4,16,205.13,227.59,insufficient_funds,visa,0.542,2,15,2,2,205.13,0
20,6,452.35,417.62,expired_card,mastercard,0.701,2,17,2,1,614.83,1
4,18,351.46,382.17,expired_card,amex,0.653,6,23,2,1,351.46,0
3,4,96.96,90.09,expired_card,visa,0.417,3,9,6,2,96.96,0
47,6,1312.67,1189.39,generic_decline,elo,0.723,0,18,0,2,4324.59,1
0,24,324.51,282.91,insufficient_funds,mastercard,0.425,0,18,2,1,324.51,0
10,7,157.99,166.72,insufficient_funds,amex,0.609,2,15,2,3,157.99,1
0,23,40.31,39.24,insufficient_funds,amex,0.487,2,10,6,1,40.31,0
5,8,25.11,27.15,insufficient_funds,amex,0.626,1,10,1,1,25.11,1
70,7,27.08,24.1,insufficient_funds,mastercard,0.757,1,14,6,1,133.55,1
55,9,42.65,43.97,insufficient_funds,visa,0.647,1,18,2,2,189.77,1
1,26,332.24,283.7,processing_error,visa,0.527,0,16,2,1,332.24,1
0,13,150.67,138.64,insufficient_funds,visa,0.628,1,8,4,1,150.67,0
8,8,56.69,58.55,do_not_honor,mastercard,0.333,2,5,3,1,56.69,1
25,16,86.64,75.1,do_not_honor,hipercard,0.52,1,14,1,3,139.51,1
67,12,77.75,74.89,insufficient_funds,mastercard,0.984,3,9,5,1,397.23,0
13,24,198.96,202.64,do_not_honor,mastercard,0.471,1,9,1,1,198.96,1
5,31,44.78,47.84,card_declined,visa,0.557,1,18,5,2,44.78,0
20,16,133.36,141.59,insufficient_funds,mastercard,0.606,3,15,6,1,208.45,0
2,15,127.61,114.14,expired_card,visa,0.442,1,17,3,4,127.61,1
1,11,45.99,40.13,insufficient_funds,visa,0.549,0,13,1,2,45.99,0
16,30,400.62,385.76,insufficient_funds,visa,0.702,1,8,0,2,450.91,1
6,15,75.18,69.33,processing_error,amex,0.443,2,7,5,4,75.18,1
15,6,40.47,38.11,expired_card,visa,0.582,2,0,1,2,41.68,0
1,29,208.52,198.67,insufficient_funds,hipercard,0.45,5,21,3,1,208.52,0
4,29,102.6,99.44,expired_card,mastercard,0.557,3,23,5,2,102.6,1
4,14,140.5,141.28,generic_decline,mastercard,0.491,1,9,0,2,140.5,0
30,11,34.13,29.11,insufficient_funds,elo,0.662,2,23,2,4,65.5,1
0,21,201.15,188.96,insufficient_funds,amex,0.506,0,12,4,2,201.15,1
32,25,673.28,625.69,insufficient_funds,visa,0.76,1,17,3,2,1507.22,1
26,16,31.84,29.32,generic_decline,visa,0.611,1,14,2,1,56.75,1
6,11,133.89,145.48,expired_card,visa,0.525,1,17,2,1,133.89,0
26,9,48.66,45.03,insufficient_funds,mastercard,0.561,1,21,0,1,87.16,1
4,10,1065.9,954.29,expired_card,visa,0.652,2,21,4,1,1065.9,0
64,4,294.0,325.03,insufficient_funds,mastercard,0.84,4,22,0,3,1646.82,0
22,24,125.59,121.18,insufficient_funds,visa,0.516,2,12,3,3,196.98,0
2,4,32.84,29.73,do_not_honor,hipercard,0.565,0,20,0,1,32.84,0
8,13,40.71,43.78,card_declined,elo,0.447,1,13,0,1,40.71,1
8,25,189.68,198.62,insufficient_funds,elo,0.707,2,10,3,4,189.68,0
8,13,29.14,33.03,generic_decline,mastercard,0.51,1,13,1,1,29.14,0
2,9,29.96,33.36,insufficient_funds,visa,0.54,2,13,3,1,29.96,0
10,28,98.52,104.26,insufficient_funds,visa,0.555,0,16,0,1,98.52,0
34,4,110.05,98.86,insufficient_funds,mastercard,0.702,1,17,6,2,253.96,0
66,26,137.0,136.31,insufficient_funds,amex,0.796,1,14,0,4,712.22,0
30,2,66.15,58.58,expired_card,visa,0.786,2,21,0,3,131.8,0
0,13,221.35,224.63,insufficient_funds,mastercard,0.578,2,5,4,1,221.35,0
53,19,45.46,51.14,insufficient_funds,elo,0.61,1,21,6,3,211.94,0
7,12,170.55,145.16,generic_decline,visa,0.535,2,19,0,1,170.55,1
1,16,118.23,131.57,insufficient_funds,amex,0.656,0,14,0,2,118.23,0
24,6,166.66,168.63,insufficient_funds,hipercard,0.742,1,17,3,3,300.16,0
21,17,279.32,250.1,insufficient_funds,visa,0.639,1,14,2,1,387.34,0
0,5,65.23,72.19,processing_error,mastercard,0.38,2,9,1,1,65.23,0
3,24,54.33,54.93,insufficient_funds,visa,0.491,4,23,0,2,54.33,1
11,17,21.82,21.48,insufficient_funds,mastercard,0.657,2,13,5,3,21.82,0
38,15,16.26,16.26,do_not_honor,amex,0.718,1,21,0,2,47.03,0
26,2,83.6,74.76,insufficient_funds,visa,0.73,2,20,4,4,144.7,1
1,16,88.84,78.52,do_not_honor,hipercard,0.535,4,19,5,2,88.84,0
19,17,37.25,39.06,expired_card,hipercard,0.545,1,2,0,1,54.53,1
57,8,45.09,50.24,processing_error,mastercard,0.915,3,21,4,3,225.51,1
6,20,378.3,400.37,insufficient_funds,visa,0.619,1,15,4,3,378.3,0
2,3,212.81,234.57,generic_decline,visa,0.573,3,22,3,2,212.81,0
25,6,31.87,35.17,insufficient_funds,mastercard,0.694,1,14,0,1,65.33,1
32,23,65.99,56.73,insufficient_funds,visa,0.697,1,17,6,1,136.66,1
13,5,140.2,151.6,card_declined,visa,0.513,1,13,6,1,143.16,1
45,8,56.03,60.6,insufficient_funds,visa,0.717,0,19,2,1,210.21,1
5,19,47.66,45.51,insufficient_funds,mastercard,0.599,2,23,2,1,47.66,0
4,23,72.38,70.42,expired_card,visa,0.25,1,13,3,2,72.38,0
