days_since_last,features_used_30d,mrr,evento_cancelamento,evento_downgrade,evento_sessao,event,risk_regra,churn
2.0,2.0,1096.63,0.0,0.0,1.0,Session Started,0.227,0
2.0,1.0,1922.86,0.0,0.0,1.0,Session Started,0.287,0
7.0,2.0,2940.55,0.0,0.0,1.0,Session Started,0.343,0
3.0,3.0,8683.34,0.0,0.0,1.0,Session Started,0.19,0
3.0,1.0,1634.36,0.0,0.0,1.0,Session Started,0.31,0
8.0,1.0,1749.28,0.0,0.0,1.0,Session Started,0.427,1
4.0,2.0,6136.21,0.0,0.0,1.0,Session Started,0.273,1
2.0,2.0,1165.22,0.0,0.0,1.0,Session Started,0.227,1
9.0,12.0,626.73,0.0,0.0,1.0,Session Started,0.21,0
2.0,2.0,2208.79,0.0,0.0,1.0,Session Started,0.227,0
0.0,1.0,4276.71,0.0,0.0,1.0,Session Started,0.24,0
3.0,2.0,2413.51,0.0,1.0,0.0,Downgrade Clicked,0.75,0
1.0,2.0,1673.02,0.0,0.0,1.0,Session Started,0.203,0
2.0,1.0,567.53,0.0,0.0,1.0,Session Started,0.287,0
7.0,2.0,1725.56,0.0,0.0,1.0,Session Started,0.343,1
1.0,1.0,4848.98,0.0,0.0,1.0,Session Started,0.263,0
8.0,6.0,673.65,0.0,0.0,1.0,Session Started,0.187,0
10.0,5.0,1486.53,0.0,0.0,1.0,Session Started,0.233,0
4.0,2.0,1326.12,0.0,0.0,1.0,Session Started,0.273,0
7.0,11.0,1034.67,0.0,0.0,1.0,Session Started,0.163,0
7.0,13.0,2204.68,0.0,1.0,0.0,Downgrade Clicked,0.75,1
16.0,1.0,2577.68,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,2556.16,0.0,0.0,1.0,Session Started,0.227,0
1.0,2.0,827.62,0.0,0.0,1.0,Session Started,0.203,1
3.0,1.0,484.55,0.0,0.0,1.0,Session Started,0.31,1
4.0,2.0,2230.34,0.0,1.0,0.0,Downgrade Clicked,0.75,0
1.0,1.0,1206.24,0.0,0.0,1.0,Session Started,0.263,1
5.0,10.0,7868.71,0.0,0.0,1.0,Session Started,0.117,0
0.0,2.0,8164.97,0.0,1.0,0.0,Downgrade Clicked,0.75,1
10.0,3.0,8888.84,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,852.28,0.0,0.0,1.0,Session Started,0.227,1
0.0,1.0,2851.2,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,6.0,3629.18,0.0,0.0,1.0,Session Started,0.023,0
2.0,1.0,3316.56,0.0,0.0,1.0,Session Started,0.287,0
2.0,1.0,1361.69,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
0.0,2.0,5030.79,0.0,0.0,1.0,Session Started,0.18,1
2.0,2.0,1808.73,0.0,0.0,1.0,Session Started,0.227,0
1.0,2.0,2003.17,0.0,0.0,1.0,Session Started,0.203,1
3.0,1.0,528.34,0.0,0.0,1.0,Session Started,0.31,0
3.0,1.0,3028.47,0.0,0.0,1.0,Session Started,0.31,0
2.0,1.0,1468.02,0.0,0.0,1.0,Session Started,0.287,0
2.0,1.0,2622.34,0.0,0.0,1.0,Session Started,0.287,0
0.0,2.0,2182.2,0.0,0.0,1.0,Session Started,0.18,1
0.0,1.0,2089.64,0.0,1.0,0.0,Downgrade Clicked,0.75,0
1.0,1.0,1743.12,0.0,0.0,1.0,Session Started,0.263,0
8.0,2.0,3392.36,0.0,0.0,1.0,Session Started,0.367,0
15.0,3.0,1542.08,0.0,0.0,1.0,Session Started,0.47,0
10.0,1.0,564.44,0.0,0.0,1.0,Session Started,0.473,0
3.0,2.0,2850.26,0.0,0.0,1.0,Session Started,0.25,0
4.0,1.0,946.52,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,10.0,626.78,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
8.0,1.0,798.08,0.0,0.0,1.0,Session Started,0.427,1
8.0,1.0,2268.03,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
8.0,2.0,1673.69,0.0,0.0,1.0,Session Started,0.367,0
9.0,1.0,328.28,0.0,0.0,1.0,Session Started,0.45,1
3.0,1.0,1330.19,0.0,0.0,1.0,Session Started,0.31,0
8.0,1.0,4607.24,0.0,0.0,1.0,Session Started,0.427,0
8.0,2.0,1260.12,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,1583.86,0.0,0.0,1.0,Session Started,0.227,0
10.0,2.0,4164.67,0.0,0.0,1.0,Session Started,0.413,1
1.0,4.0,3416.57,0.0,0.0,1.0,Session Started,0.083,0
16.0,2.0,4094.5,0.0,0.0,1.0,Session Started,0.553,0
8.0,8.0,196.75,0.0,0.0,1.0,Session Started,0.187,0
1.0,3.0,7235.96,0.0,1.0,0.0,Downgrade Clicked,0.75,0
6.0,4.0,3008.27,0.0,0.0,1.0,Session Started,0.2,0
0.0,3.0,12954.28,0.0,0.0,1.0,Session Started,0.12,0
8.0,2.0,966.94,0.0,0.0,1.0,Session Started,0.367,0
8.0,1.0,441.09,0.0,0.0,1.0,Session Started,0.427,1
4.0,2.0,1818.51,0.0,0.0,1.0,Session Started,0.273,0
9.0,1.0,1450.56,0.0,0.0,1.0,Session Started,0.45,0
1.0,2.0,3050.1,0.0,0.0,1.0,Session Started,0.203,0
2.0,1.0,4272.45,0.0,0.0,1.0,Session Started,0.287,0
3.0,1.0,1686.09,0.0,0.0,1.0,Session Started,0.31,1
0.0,8.0,1491.34,0.0,0.0,1.0,Session Started,0.0,0
3.0,2.0,2746.76,0.0,0.0,1.0,Session Started,0.25,0
2.0,2.0,1472.82,0.0,0.0,1.0,Session Started,0.227,0
3.0,2.0,1377.48,0.0,0.0,1.0,Session Started,0.25,1
3.0,2.0,4145.21,0.0,0.0,1.0,Session Started,0.25,0
9.0,7.0,4953.36,0.0,0.0,1.0,Session Started,0.21,1
2.0,2.0,4303.45,0.0,0.0,1.0,Session Started,0.227,0
9.0,2.0,1580.37,0.0,0.0,1.0,Session Started,0.39,1
3.0,2.0,326.41,0.0,1.0,0.0,Downgrade Clicked,0.75,0
2.0,2.0,1605.89,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,2.0,985.96,0.0,0.0,1.0,Session Started,0.25,0
3.0,13.0,1629.81,0.0,0.0,1.0,Session Started,0.07,0
2.0,2.0,1056.93,0.0,0.0,1.0,Session Started,0.227,0
3.0,2.0,1778.29,0.0,0.0,1.0,Session Started,0.25,1
1.0,2.0,787.28,0.0,0.0,1.0,Session Started,0.203,0
2.0,2.0,649.0,0.0,0.0,1.0,Session Started,0.227,0
4.0,15.0,4808.56,0.0,0.0,1.0,Session Started,0.093,0
3.0,3.0,832.37,0.0,0.0,1.0,Session Started,0.19,0
8.0,2.0,1808.52,0.0,0.0,1.0,Session Started,0.367,1
2.0,2.0,3880.08,0.0,0.0,1.0,Session Started,0.227,0
12.0,2.0,3757.25,0.0,0.0,1.0,Session Started,0.46,1
8.0,1.0,3414.81,0.0,0.0,1.0,Session Started,0.427,0
12.0,2.0,2303.75,0.0,0.0,1.0,Session Started,0.46,0
8.0,5.0,3226.66,0.0,0.0,1.0,Session Started,0.187,0
1.0,2.0,5423.36,0.0,1.0,0.0,Downgrade Clicked,0.75,0
4.0,1.0,2540.25,0.0,0.0,1.0,Session Started,0.333,0
1.0,3.0,415.81,0.0,1.0,0.0,Downgrade Clicked,0.75,0
8.0,3.0,1184.62,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
4.0,1.0,3156.11,0.0,0.0,1.0,Session Started,0.333,0
2.0,2.0,1094.8,0.0,0.0,1.0,Session Started,0.227,0
10.0,2.0,6608.32,0.0,0.0,1.0,Session Started,0.413,1
1.0,5.0,1718.93,0.0,0.0,1.0,Session Started,0.023,0
4.0,1.0,1935.65,0.0,0.0,1.0,Session Started,0.333,0
7.0,1.0,4446.16,0.0,0.0,1.0,Session Started,0.403,1
0.0,2.0,1562.0,0.0,0.0,1.0,Session Started,0.18,0
4.0,1.0,2081.87,0.0,0.0,1.0,Session Started,0.333,0
8.0,2.0,3711.9,0.0,0.0,1.0,Session Started,0.367,0
0.0,4.0,556.79,0.0,0.0,1.0,Session Started,0.06,0
3.0,1.0,1439.08,0.0,0.0,1.0,Session Started,0.31,0
2.0,2.0,3509.83,0.0,0.0,1.0,Session Started,0.227,0
6.0,15.0,1905.46,0.0,0.0,1.0,Session Started,0.14,0
1.0,2.0,5848.07,0.0,0.0,1.0,Session Started,0.203,0
10.0,2.0,512.48,0.0,0.0,1.0,Session Started,0.413,0
9.0,2.0,467.78,0.0,0.0,1.0,Session Started,0.39,1
1.0,1.0,3346.76,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,1.0,3614.27,0.0,0.0,1.0,Session Started,0.287,0
4.0,2.0,1549.05,0.0,0.0,1.0,Session Started,0.273,0
7.0,2.0,2490.69,0.0,1.0,0.0,Downgrade Clicked,0.75,0
3.0,1.0,3281.86,0.0,0.0,1.0,Session Started,0.31,1
1.0,1.0,942.85,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,6.0,1027.13,0.0,0.0,1.0,Session Started,0.023,0
31.0,1.0,2104.39,0.0,0.0,1.0,Session Started,0.963,1
3.0,3.0,3726.67,0.0,0.0,1.0,Session Started,0.19,0
9.0,2.0,711.4,0.0,0.0,1.0,Session Started,0.39,1
3.0,2.0,1543.24,1.0,0.0,0.0,Cancellation Page Viewed,0.9,0
10.0,1.0,1487.14,0.0,0.0,1.0,Session Started,0.473,0
0.0,1.0,2525.94,0.0,0.0,1.0,Session Started,0.24,1
1.0,2.0,1795.5,0.0,0.0,1.0,Session Started,0.203,0
10.0,2.0,1168.29,0.0,1.0,0.0,Downgrade Clicked,0.75,1
11.0,1.0,4909.13,0.0,0.0,1.0,Session Started,0.497,0
2.0,2.0,1174.5,0.0,0.0,1.0,Session Started,0.227,0
2.0,2.0,1431.28,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,1.0,506.13,0.0,0.0,1.0,Session Started,0.31,1
3.0,2.0,1021.57,0.0,0.0,1.0,Session Started,0.25,0
1.0,1.0,2732.2,0.0,0.0,1.0,Session Started,0.263,0
9.0,2.0,2336.67,0.0,0.0,1.0,Session Started,0.39,0
2.0,1.0,2920.8,0.0,0.0,1.0,Session Started,0.287,0
7.0,2.0,2809.57,0.0,0.0,1.0,Session Started,0.343,0
0.0,1.0,9606.27,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
0.0,2.0,993.98,0.0,0.0,1.0,Session Started,0.18,0
6.0,2.0,494.95,0.0,0.0,1.0,Session Started,0.32,0
2.0,8.0,780.21,0.0,0.0,1.0,Session Started,0.047,0
6.0,2.0,1029.76,0.0,0.0,1.0,Session Started,0.32,0
1.0,5.0,829.26,0.0,0.0,1.0,Session Started,0.023,0
11.0,1.0,1948.72,0.0,0.0,1.0,Session Started,0.497,0
7.0,2.0,4925.22,0.0,0.0,1.0,Session Started,0.343,0
9.0,1.0,6196.42,0.0,1.0,0.0,Downgrade Clicked,0.75,0
1.0,2.0,2706.6,0.0,0.0,1.0,Session Started,0.203,0
2.0,2.0,10026.81,0.0,0.0,1.0,Session Started,0.227,0
3.0,5.0,1359.54,0.0,0.0,1.0,Session Started,0.07,0
4.0,2.0,489.79,0.0,0.0,1.0,Session Started,0.273,1
2.0,2.0,4198.75,0.0,0.0,1.0,Session Started,0.227,1
0.0,1.0,415.35,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,1.0,988.31,0.0,0.0,1.0,Session Started,0.31,0
2.0,4.0,2741.03,0.0,0.0,1.0,Session Started,0.107,0
3.0,1.0,1665.86,0.0,0.0,1.0,Session Started,0.31,1
1.0,1.0,1551.9,0.0,0.0,1.0,Session Started,0.263,0
2.0,8.0,703.01,0.0,0.0,1.0,Session Started,0.047,0
5.0,11.0,1792.48,0.0,0.0,1.0,Session Started,0.117,0
3.0,2.0,4035.68,0.0,0.0,1.0,Session Started,0.25,0
2.0,2.0,1837.16,0.0,0.0,1.0,Session Started,0.227,0
4.0,5.0,930.59,0.0,0.0,1.0,Session Started,0.093,0
8.0,1.0,666.45,0.0,0.0,1.0,Session Started,0.427,0
3.0,2.0,946.08,0.0,0.0,1.0,Session Started,0.25,0
4.0,2.0,2474.68,0.0,0.0,1.0,Session Started,0.273,0
12.0,8.0,2380.06,0.0,0.0,1.0,Session Started,0.28,0
3.0,8.0,952.98,0.0,0.0,1.0,Session Started,0.07,0
9.0,2.0,308.4,0.0,0.0,1.0,Session Started,0.39,1
8.0,1.0,2530.09,0.0,0.0,1.0,Session Started,0.427,1
0.0,2.0,881.68,0.0,0.0,1.0,Session Started,0.18,0
3.0,1.0,3137.71,0.0,0.0,1.0,Session Started,0.31,1
7.0,7.0,987.44,0.0,1.0,0.0,Downgrade Clicked,0.75,1
14.0,1.0,820.31,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,1.0,2043.74,0.0,1.0,0.0,Downgrade Clicked,0.75,1
0.0,3.0,11922.22,0.0,0.0,1.0,Session Started,0.12,0
4.0,2.0,3291.91,0.0,0.0,1.0,Session Started,0.273,0
1.0,5.0,2016.21,0.0,0.0,1.0,Session Started,0.023,0
7.0,1.0,2409.28,0.0,0.0,1.0,Session Started,0.403,0
3.0,4.0,445.46,0.0,1.0,0.0,Downgrade Clicked,0.75,1
7.0,1.0,736.66,0.0,0.0,1.0,Session Started,0.403,1
9.0,1.0,242.56,0.0,0.0,1.0,Session Started,0.45,0
5.0,2.0,7214.87,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
5.0,1.0,6135.88,0.0,0.0,1.0,Session Started,0.357,0
7.0,2.0,2475.64,0.0,0.0,1.0,Session Started,0.343,1
8.0,1.0,2014.43,0.0,0.0,1.0,Session Started,0.427,1
9.0,1.0,522.55,0.0,0.0,1.0,Session Started,0.45,1
0.0,3.0,1517.11,1.0,0.0,0.0,Cancellation Page Viewed,0.9,0
4.0,1.0,7584.89,0.0,0.0,1.0,Session Started,0.333,1
2.0,2.0,2008.48,0.0,0.0,1.0,Session Started,0.227,0
9.0,3.0,1150.88,0.0,0.0,1.0,Session Started,0.33,1
5.0,1.0,442.99,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,3.0,5454.76,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,1.0,1709.46,0.0,1.0,0.0,Downgrade Clicked,0.75,0
2.0,2.0,443.46,0.0,1.0,0.0,Downgrade Clicked,0.75,1
7.0,1.0,863.15,0.0,0.0,1.0,Session Started,0.403,0
1.0,5.0,650.65,0.0,0.0,1.0,Session Started,0.023,0
1.0,2.0,1627.18,0.0,1.0,0.0,Downgrade Clicked,0.75,0
9.0,2.0,2134.25,0.0,0.0,1.0,Session Started,0.39,1
8.0,12.0,1208.85,0.0,0.0,1.0,Session Started,0.187,0
1.0,2.0,3366.53,0.0,0.0,1.0,Session Started,0.203,0
2.0,7.0,1925.69,0.0,0.0,1.0,Session Started,0.047,0
12.0,3.0,4229.55,0.0,0.0,1.0,Session Started,0.4,1
7.0,8.0,1358.65,0.0,1.0,0.0,Downgrade Clicked,0.75,1
5.0,8.0,20666.32,0.0,0.0,1.0,Session Started,0.117,1
2.0,15.0,1151.03,0.0,0.0,1.0,Session Started,0.047,0
2.0,1.0,877.73,0.0,0.0,1.0,Session Started,0.287,0
0.0,4.0,795.49,0.0,0.0,1.0,Session Started,0.06,0
7.0,4.0,1527.29,0.0,0.0,1.0,Session Started,0.223,0
0.0,2.0,456.86,0.0,0.0,1.0,Session Started,0.18,0
0.0,1.0,2288.5,0.0,0.0,1.0,Session Started,0.24,0
7.0,11.0,393.77,0.0,0.0,1.0,Session Started,0.163,0
11.0,1.0,2057.68,0.0,0.0,1.0,Session Started,0.497,1
8.0,2.0,613.39,0.0,0.0,1.0,Session Started,0.367,0
3.0,2.0,1332.7,0.0,0.0,1.0,Session Started,0.25,0
3.0,1.0,2932.56,0.0,0.0,1.0,Session Started,0.31,0
3.0,3.0,11421.24,0.0,0.0,1.0,Session Started,0.19,0
2.0,1.0,763.26,0.0,0.0,1.0,Session Started,0.287,0
3.0,2.0,1603.18,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,6.0,1013.33,0.0,0.0,1.0,Session Started,0.07,1
4.0,2.0,901.54,0.0,0.0,1.0,Session Started,0.273,1
9.0,3.0,1020.47,0.0,0.0,1.0,Session Started,0.33,0
17.0,1.0,3495.58,0.0,0.0,1.0,Session Started,0.637,0
0.0,6.0,1223.6,0.0,0.0,1.0,Session Started,0.0,0
3.0,10.0,10932.01,0.0,0.0,1.0,Session Started,0.07,0
1.0,1.0,2521.94,0.0,0.0,1.0,Session Started,0.263,1
2.0,2.0,805.93,0.0,0.0,1.0,Session Started,0.227,0
2.0,2.0,1348.35,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,2.0,951.96,0.0,0.0,1.0,Session Started,0.203,0
8.0,3.0,3429.11,0.0,1.0,0.0,Downgrade Clicked,0.75,0
3.0,2.0,487.35,0.0,1.0,0.0,Downgrade Clicked,0.75,1
10.0,2.0,618.46,0.0,0.0,1.0,Session Started,0.413,0
0.0,1.0,1126.38,0.0,0.0,1.0,Session Started,0.24,0
0.0,2.0,3122.4,0.0,0.0,1.0,Session Started,0.18,0
3.0,6.0,4848.61,0.0,0.0,1.0,Session Started,0.07,0
0.0,1.0,5455.8,0.0,0.0,1.0,Session Started,0.24,1
2.0,2.0,2762.36,0.0,0.0,1.0,Session Started,0.227,1
14.0,1.0,1692.04,0.0,0.0,1.0,Session Started,0.567,0
2.0,6.0,3414.21,0.0,0.0,1.0,Session Started,0.047,0
1.0,2.0,723.72,0.0,0.0,1.0,Session Started,0.203,0
4.0,2.0,413.34,0.0,0.0,1.0,Session Started,0.273,0
3.0,1.0,2563.96,0.0,1.0,0.0,Downgrade Clicked,0.75,0
4.0,2.0,808.72,0.0,0.0,1.0,Session Started,0.273,0
3.0,10.0,1716.01,0.0,0.0,1.0,Session Started,0.07,0
8.0,2.0,1989.63,0.0,0.0,1.0,Session Started,0.367,0
1.0,2.0,2205.03,0.0,1.0,0.0,Downgrade Clicked,0.75,0
3.0,3.0,3828.52,0.0,0.0,1.0,Session Started,0.19,0
7.0,2.0,3518.04,0.0,0.0,1.0,Session Started,0.343,0
9.0,2.0,2113.29,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,2.0,1269.51,0.0,0.0,1.0,Session Started,0.25,0
4.0,1.0,1970.83,0.0,0.0,1.0,Session Started,0.333,0
0.0,3.0,1122.18,0.0,0.0,1.0,Session Started,0.12,0
1.0,7.0,1545.12,0.0,0.0,1.0,Session Started,0.023,0
0.0,7.0,14684.37,0.0,0.0,1.0,Session Started,0.0,0
7.0,7.0,2091.74,0.0,0.0,1.0,Session Started,0.163,1
2.0,2.0,2592.03,0.0,0.0,1.0,Session Started,0.227,0
7.0,1.0,1028.25,0.0,0.0,1.0,Session Started,0.403,0
0.0,2.0,4089.01,0.0,0.0,1.0,Session Started,0.18,0
9.0,10.0,3321.65,0.0,1.0,0.0,Downgrade Clicked,0.75,0
8.0,3.0,3340.52,0.0,0.0,1.0,Session Started,0.307,0
0.0,2.0,2147.19,0.0,0.0,1.0,Session Started,0.18,0
0.0,2.0,4135.45,0.0,0.0,1.0,Session Started,0.18,0
0.0,4.0,5000.77,0.0,0.0,1.0,Session Started,0.06,0
8.0,8.0,2267.6,0.0,0.0,1.0,Session Started,0.187,0
2.0,3.0,1649.64,0.0,0.0,1.0,Session Started,0.167,0
4.0,2.0,3698.4,0.0,0.0,1.0,Session Started,0.273,0
3.0,1.0,877.17,0.0,0.0,1.0,Session Started,0.31,0
8.0,2.0,1018.04,0.0,0.0,1.0,Session Started,0.367,1
3.0,2.0,1732.57,0.0,0.0,1.0,Session Started,0.25,0
3.0,9.0,448.95,0.0,0.0,1.0,Session Started,0.07,0
15.0,2.0,3505.46,0.0,0.0,1.0,Session Started,0.53,0
1.0,2.0,836.87,0.0,0.0,1.0,Session Started,0.203,0
8.0,2.0,1239.93,0.0,0.0,1.0,Session Started,0.367,0
0.0,2.0,1524.43,0.0,0.0,1.0,Session Started,0.18,0
3.0,2.0,1865.77,0.0,0.0,1.0,Session Started,0.25,0
9.0,1.0,1373.44,0.0,0.0,1.0,Session Started,0.45,0
6.0,7.0,1713.17,0.0,1.0,0.0,Downgrade Clicked,0.75,1
7.0,2.0,1723.82,0.0,0.0,1.0,Session Started,0.343,0
2.0,2.0,1264.43,0.0,0.0,1.0,Session Started,0.227,0
3.0,1.0,974.03,0.0,0.0,1.0,Session Started,0.31,0
3.0,2.0,4294.88,0.0,0.0,1.0,Session Started,0.25,1
3.0,2.0,335.79,0.0,0.0,1.0,Session Started,0.25,1
3.0,7.0,1533.68,0.0,0.0,1.0,Session Started,0.07,0
2.0,1.0,1242.5,0.0,0.0,1.0,Session Started,0.287,0
2.0,12.0,2527.62,0.0,0.0,1.0,Session Started,0.047,0
2.0,3.0,564.85,0.0,0.0,1.0,Session Started,0.167,0
3.0,1.0,1212.18,0.0,0.0,1.0,Session Started,0.31,0
1.0,1.0,1665.89,0.0,0.0,1.0,Session Started,0.263,0
9.0,1.0,4255.89,0.0,0.0,1.0,Session Started,0.45,1
4.0,7.0,2358.42,0.0,0.0,1.0,Session Started,0.093,0
1.0,1.0,701.49,0.0,0.0,1.0,Session Started,0.263,0
7.0,2.0,1224.17,0.0,0.0,1.0,Session Started,0.343,0
8.0,3.0,3673.28,0.0,0.0,1.0,Session Started,0.307,1
2.0,7.0,691.86,0.0,0.0,1.0,Session Started,0.047,0
1.0,2.0,1697.79,0.0,1.0,0.0,Downgrade Clicked,0.75,1
0.0,3.0,1794.9,0.0,0.0,1.0,Session Started,0.12,0
0.0,1.0,1327.93,0.0,0.0,1.0,Session Started,0.24,0
8.0,7.0,15624.59,0.0,0.0,1.0,Session Started,0.187,1
14.0,1.0,1299.6,0.0,0.0,1.0,Session Started,0.567,1
0.0,1.0,2591.03,0.0,0.0,1.0,Session Started,0.24,1
7.0,12.0,979.42,0.0,0.0,1.0,Session Started,0.163,0
0.0,1.0,2757.83,0.0,0.0,1.0,Session Started,0.24,1
4.0,1.0,3628.7,0.0,0.0,1.0,Session Started,0.333,0
8.0,2.0,1129.61,0.0,0.0,1.0,Session Started,0.367,1
3.0,1.0,1730.63,0.0,0.0,1.0,Session Started,0.31,0
0.0,1.0,883.4,0.0,0.0,1.0,Session Started,0.24,0
4.0,2.0,723.77,0.0,0.0,1.0,Session Started,0.273,1
15.0,3.0,4144.08,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,4.0,1160.72,0.0,0.0,1.0,Session Started,0.107,0
1.0,1.0,262.2,0.0,0.0,1.0,Session Started,0.263,0
1.0,2.0,7422.6,0.0,0.0,1.0,Session Started,0.203,0
4.0,5.0,951.77,0.0,0.0,1.0,Session Started,0.093,0
4.0,1.0,1484.6,0.0,0.0,1.0,Session Started,0.333,1
8.0,1.0,6719.21,0.0,0.0,1.0,Session Started,0.427,0
7.0,1.0,1614.22,0.0,0.0,1.0,Session Started,0.403,1
9.0,2.0,1586.57,0.0,0.0,1.0,Session Started,0.39,0
8.0,1.0,676.86,0.0,0.0,1.0,Session Started,0.427,0
2.0,3.0,488.89,0.0,1.0,0.0,Downgrade Clicked,0.75,1
4.0,11.0,1582.71,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,1.0,2416.92,0.0,0.0,1.0,Session Started,0.287,0
2.0,2.0,2308.65,0.0,0.0,1.0,Session Started,0.227,0
10.0,1.0,1230.27,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
7.0,1.0,1837.58,0.0,0.0,1.0,Session Started,0.403,1
13.0,3.0,415.81,0.0,0.0,1.0,Session Started,0.423,0
3.0,2.0,2612.68,0.0,1.0,0.0,Downgrade Clicked,0.75,1
4.0,9.0,2057.25,0.0,0.0,1.0,Session Started,0.093,0
3.0,2.0,8768.57,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,1.0,1818.89,0.0,0.0,1.0,Session Started,0.263,0
2.0,2.0,850.53,0.0,1.0,0.0,Downgrade Clicked,0.75,1
4.0,1.0,1736.14,0.0,0.0,1.0,Session Started,0.333,1
0.0,7.0,1390.97,0.0,0.0,1.0,Session Started,0.0,1
10.0,2.0,2560.01,0.0,0.0,1.0,Session Started,0.413,0
1.0,2.0,1847.36,0.0,0.0,1.0,Session Started,0.203,0
1.0,2.0,659.87,0.0,0.0,1.0,Session Started,0.203,0
8.0,2.0,488.53,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,4.0,2231.27,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
9.0,1.0,5467.03,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
7.0,1.0,1926.53,0.0,0.0,1.0,Session Started,0.403,1
0.0,1.0,3465.59,0.0,0.0,1.0,Session Started,0.24,1
7.0,2.0,4065.32,0.0,0.0,1.0,Session Started,0.343,0
5.0,2.0,2238.21,0.0,0.0,1.0,Session Started,0.297,1
8.0,1.0,942.38,0.0,0.0,1.0,Session Started,0.427,0
8.0,2.0,2113.81,0.0,0.0,1.0,Session Started,0.367,0
7.0,2.0,4748.85,0.0,0.0,1.0,Session Started,0.343,1
4.0,1.0,2762.56,0.0,0.0,1.0,Session Started,0.333,0
2.0,8.0,3289.85,0.0,0.0,1.0,Session Started,0.047,1
7.0,2.0,1248.83,0.0,0.0,1.0,Session Started,0.343,0
11.0,2.0,1537.81,0.0,0.0,1.0,Session Started,0.437,0
4.0,2.0,1644.21,0.0,0.0,1.0,Session Started,0.273,0
6.0,1.0,1735.29,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,6.0,4602.55,0.0,0.0,1.0,Session Started,0.07,0
8.0,2.0,276.51,0.0,1.0,0.0,Downgrade Clicked,0.75,1
18.0,2.0,1852.76,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,8.0,1696.64,0.0,0.0,1.0,Session Started,0.023,0
1.0,5.0,603.53,0.0,0.0,1.0,Session Started,0.023,0
4.0,5.0,3094.6,0.0,0.0,1.0,Session Started,0.093,1
3.0,1.0,1012.72,0.0,0.0,1.0,Session Started,0.31,1
4.0,1.0,1358.82,0.0,0.0,1.0,Session Started,0.333,1
0.0,2.0,7934.9,0.0,0.0,1.0,Session Started,0.18,0
3.0,2.0,4056.11,0.0,1.0,0.0,Downgrade Clicked,0.75,1
4.0,2.0,2862.9,0.0,0.0,1.0,Session Started,0.273,0
4.0,3.0,2451.91,0.0,0.0,1.0,Session Started,0.213,0
6.0,1.0,1584.87,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
7.0,1.0,8950.83,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
5.0,2.0,3434.87,0.0,0.0,1.0,Session Started,0.297,0
8.0,1.0,992.63,0.0,0.0,1.0,Session Started,0.427,0
5.0,2.0,589.88,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
4.0,3.0,2845.43,0.0,0.0,1.0,Session Started,0.213,0
4.0,2.0,1729.01,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,3.0,576.43,0.0,0.0,1.0,Session Started,0.143,0
2.0,2.0,2547.5,0.0,0.0,1.0,Session Started,0.227,0
4.0,3.0,1457.94,0.0,0.0,1.0,Session Started,0.213,0
9.0,1.0,2764.27,0.0,0.0,1.0,Session Started,0.45,1
7.0,3.0,2574.45,0.0,0.0,1.0,Session Started,0.283,0
0.0,3.0,1111.41,0.0,0.0,1.0,Session Started,0.12,0
4.0,1.0,2999.72,0.0,0.0,1.0,Session Started,0.333,0
2.0,2.0,1214.0,0.0,0.0,1.0,Session Started,0.227,0
